DNA: ⵙⵎⴽ
subtraction: ⵜⵓⴽⴽⵙⴰ
success: ⴰⵎⵓⵔⵙ
successes: ⵉⵎⵓⵔⵙⵏ
successful: ⵉⵎⵓⵔⵙⵏ
successfully: ⵙ ⵓⵎⵓⵔⵙ
such: ⵣⵓⵏ ⴷ
sufficient: ⴰⵎⵓⴷⵉ
sugar: ⴰⵙⴽⴽⵯⴰⵔ
suit: ⵜⵉⴽⴱⵔⵜ
sum: ⵜⴰⵎⵔⵏⵉⵡⵜ
summer: ⴰⵏⴱⴷⵓ
sun: ⵜⴰⴼⵓⴽⵜ
sunday: ⴰⵙⴰⵎⴰⵙ
sunlight: ⵜⵉⴼⴰⵡⵜ ⵏ ⵜⴰⴼⵓⴽⵜ
sunrise: ⴰⵏⵇⵇⵔ ⵏ ⵜⴰⴼⵓⴽⵜ
sunset: ⴰⵖⵍⵍⵓⵢ ⵏ ⵜⴰⴼⵓⴽⵜ
supercluster: ⵜⴰⴱⵔⵥⵕⵎⵜ
superclusters: ⵜⵉⴱⵔⵥⵕⵎⵉⵏ
supernova: ⴰⴱⵔⵎⵙⵙⵉ
superpower: ⵜⴰⴱⵔⵣⵎⵔⵜ
superpowers: ⵜⵉⴱⵔⵣⵎⴰⵔ
sure: ⵉⵍⴽⵏ
surface: ⵜⴰⵊⵓⵎⵎⴰ
surgery: ⵜⴰⵎⵀⵍⵜ ⵜⴰⵏⴼⵍⴰⵢⵜ
surgical: ⴰⵏⴼⵍⴰⵢ
surprise: ⵜⵓⵥⵡⴰⵢⵜ
surprises: ⵜⵓⵥⵡⴰⵢⵉⵏ
surveillance: ⴰⵎⵓⵜⵔ
survival: ⴰⴼⵓⴷⵔ
suspension: ⴰⴳⴰⵍ
swamp: ⴰⵍⵎⴰ
sweat: ⵜⵉⴷⵉ
sweater: ⴰⴷⵍⴰⵡ
sweatshirt: ⴰⵔⵚⵎⵉⴹ
sweet: ⴰⵥⵉⴷⴰⵏ
sword: ⴰⴳⵙⵜⵓⵔ
symbol: ⵉⵏⵉⴳⵍ
symbols: ⵉⵏⴰⴳⵍⵉⵡⵏ
symptom: ⴰⵙⴽⵏ
symptoms: ⵉⵙⴽⵏⴰ
synchronising: ⴰⵎⵢⴰⴽⵓⴷ
syndrome: ⴰⴳⵜⵎⵉⵜⴰⵔ
syndromes: ⵉⴷ ⵡⴰⴳⵜⵎⵉⵜⴰⵔ
synecdoche: ⵜⴰⴷⴳⵜⴰ
synonym: ⴰⴽⵏⵉⵡ
syntactic: ⴰⵙⴷⴷⴰⵙⴰⵏ
syntagm: ⵓⴷⴷⵓⵙ
syntax: ⵜⴰⵙⴷⴷⴰⵙⵜ
system: ⴰⵏⴳⵔⴰⵡ
systematic: ⴰⵏⴳⵔⴰⵡⴰⵏ
systems: ⵉⵏⴳⵔⴰⵡⵏ
tab: ⴰⵙⴽⵙⵍ
table: ⵜⴰⴼⵍⵡⵉⵜ
tablet: ⵜⵉⴼⵉⵍⵜ
taboo: ⵜⴰⴳⴷⵍⵜ
tabs: ⵉⵙⴽⵙⴰⵍ
tale: ⵜⴰⵏⴼⵓⵙⵜ
talent: ⵜⵉⵏⴼⴽⵉⵜ
talents: ⵜⵉⵏⴼⴽⴰ
tales: ⵜⵉⵏⴼⵓⵙⵉⵏ
tall: ⵓⵖⵣⵉⴼ
task: ⵜⴰⵖⵍⵉⴼⵜ
tasks: ⵜⵉⵖⵍⵉⴼⵉⵏ
teacher: ⴰⵙⵍⵎⴰⴷ
teachers: ⵉⵙⵍⵎⴰⴷⵏ
teaching: ⴰⵙⵍⵎⴷ
team: ⵜⴰⵔⴰⴱⴱⵓⵜ
teams: ⵜⵉⵔⴰⴱⴱⵓⵜⵉⵏ
tears: ⵉⵎⵟⵟⴰⵡⵏ
technical: ⴰⵜⵡⵉⵍⴰⵏ
technological: ⴰⵙⵏⵜⵡⵉⵍⴰⵏ
technologies: ⵜⵉⵙⵏⵜⵡⵉⵍⵉⵏ
technology: ⵜⴰⵙⵏⵜⵡⵉⵍⵜ
t-shirt: ⴰⵔⵉⴽⵉ
teeth: ⵜⵓⵖⵎⴰⵙ
ten: ⵎⵔⴰⵡ
telescope: ⴰⵜⵉⵍⵉⵙⴽⵓⴱ
telescopes: ⵉⵜⵉⵍⵉⵙⴽⵓⴱⵏ
television: ⵜⵉⵍⵉⵥⵕⵉ
temperature: ⴰⵣⵖⴰⵍ
templating: ⴰⵙⵎⵓⴷⵎ
ten: ⵎⵔⴰⵡ
tens: ⵜⵉⵎⵔⴰⵡⵉⵏ
tent: ⵜⴰⴳⵉⵟⵓⵏⵜ
tenths: ⵉⴼⵎⵔⴰⵡⵏ
term: ⵉⵔⵎ
terminal: ⴰⵙⵎⴷⴰⵏ
terms: ⵉⵔⵎⴰⵡⵏ
text: ⴰⴹⵕⵉⵚ
texts: ⵉⴹⵕⵉⵚⵏ
than: ⵖⴼ
thanks: ⵜⴰⵏⵎⵎⵉⵔⵜ
the practice: ⵜⵉⵍⵉⵍⵜ
their: ⵏⵏⵙⵏ
theirs: ⵡⵉⵏⵏⵙⵏ
themselves: ⵉⵖⴼⴰⵡⵏ ⵏⵏⵙⵏ
then: ⵉⵍⵎⵎⴰ
theorem: ⴰⵙⴽⴽⵓⴷ
theories: ⵜⵉⵥⵕⵉⵡⵉⵏ
theorist: ⴰⵎⵥⵕⴰⵢ
theoritical: ⴰⵥⵕⴰⵢⴰⵏ
theorizing: ⴰⵙⵥⵕⵉ
theory: ⵜⵉⵥⵕⵉ
there: ⵖⵉⵏⵏ
therefore: ⵉⵍⵎⵎⴰ
thermodynamics: ⵜⴰⵣⵖⵍⵎⵓⵙⵙⵓⵜ
these: ⵡⵉⴷ
they: ⵏⵜⵜⵏⵉ
thick: ⴰⵣⵓⵔⴰⵏ
thigh: ⵜⴰⵖⵎⴰ
thin: ⵓⵙⴷⴰⴷ
thing: ⵜⴰⵖⴰⵡⵙⴰ
things: ⵜⵉⵖⴰⵡⵙⵉⵡⵉⵏ
thinking: ⴰⵙⵡⵉⵏⴳⵎ
third: ⵡⵉⵙⵙ ⴽⵕⴰⴹ
thirty: ⴽⵕⴰⵎⵔⴰⵡ
thorn: ⴰⵙⵏⵏⴰⵏ
thought: ⵜⵉⴷⵎⵉ
thoughts: ⵜⵉⴷⵎⵉⵡⵉⵏ
thousand: ⵉⴼⴹⵏ
thousandths: ⵉⴼⵉⴼⴹⵏ
three: ⴽⵕⴰⴹ
through: ⵖⵔ
thumbs: ⵉⴽⵎⵣ
thunder: ⵉⴳⴳⵉⴳ
thursday: ⴰⴽⵡⴰⵙ
time: ⴰⴽⵓⴷ
timeframe: ⴰⵙⴰⵜⵉ ⵏ ⵡⴰⴽⵓⴷ
timeline: ⴰⵣⵔⵉⴳ ⵏ ⵡⴰⴽⵓⴷ
timelines: ⵉⵣⵔⵉⴳⵏ ⵏ ⵡⴰⴽⵓⴷ
times: ⴰⴽⵓⴷⵏ
tissue: ⵜⵓⵥⴹⵉⴹⵜ
tissues: ⵜⵓⵥⴹⵉⴹⵉⵏ
title: ⴰⵣⵡⵍ
today: ⴰⵙⵙ ⴰⴷ
toe: ⵜⵉⴼⴷⵏⵜ
toenail: ⵉⵙⴽⵔ
together: ⵉⵏⴳⵔⴰⵜⵏⵖ
tomb: ⴰⵥⴽⴽⴰ
tomorrow: ⴰⵣⴽⴽⴰ
tongue: ⵉⵍⵙ
tongues: ⴰⵍⵙⵉⵡⵏ
tonight: ⵉⴹ ⴰⴷ
tool: ⵉⵎⵉⵙⵙ
tools: ⵉⵎⴰⵙⵙⵏ
tooth: ⵜⵓⵖⵎⵙⵜ
top: ⴰⴼⵍⵍⴰ
topic: ⵉⵎⵔⵙⵉ
topics: ⵉⵎⵔⵙⴰⵏ
tortoise: ⵉⴼⴽⵔ
total: ⴰⵖⵔⵓⴷ
totally: ⵏⵉⵜ
tourism: ⵜⴰⵎⴰⵍⵍⴰⵢⵜ
tourist: ⴰⵎⵍⴰⵍⵍⴰⵢ
toy: ⵜⴰⵙⵓⵔⴰⵔⵜ
toys: ⵜⵉⵙⵓⵔⴰⵔⵉⵏ
trade: ⵜⴰⵙⵜⴰⴳⵜ
tradition: ⵜⴰⵡⵔⴳⵍⴰⵜ
traditions: ⵜⵉⵡⵔⴳⵍⴰⵜⵉⵏ
training: ⴰⵙⵍⵓⵖⵎⵓ
trajectory: ⴰⵙⴰⴽⴰ
transcription: ⴰⵙⴻⵙⴽⵍ
transformation: ⵜⴰⵏⴼⵍⴰⵍⵖⴰ
transformations: ⵜⵉⵏⴼⵍⴰⵍⵖⵉⵡⵉⵏ
translation: ⴰⵙⵓⵖⵍ
translations: ⵜⵉⵙⵓⵖⴰⵍ
translator: ⴰⵎⵙⵓⵖⵍ
translators: ⵉⵎⵙⵓⵖⵍⵏ
transmission: ⴰⵙⵎⵓⵜⵜⵉ
transmissions: ⵉⵙⵎⵓⵜⵜⵉⵢⵏ
treatment: ⴰⵙⵎⴽⵍ
treatments: ⵉⵙⵎⴽⴰⵍ
tree: ⵜⴰⴷⴷⴰⴳⵜ
trees: ⵜⴰⴷⴷⴰⴳⵉⵏ
triangle: ⴰⵎⴽⵕⴰⴹ
triangles: ⵉⵎⴽⵕⴰⴹⵏ
trigonometry: ⵜⴰⴽⵕⴷⵉⵙⴰⴽⵜ
triphosphate: ⴰⴽⵕⴼⵓⵙⴼⴰⵟ
true: ⵉⴷⴷⵜ
truth: ⵜⵉⴷⵜ
truths: ⵜⵉⴷⵜⵉⵏ
tumor: ⵜⴰⴼⴰⴼⵜ
tumors: ⵜⵉⴼⴰⴼⵉⵏ
turtle: ⵉⴼⴽⵔ
tuesday: ⴰⵙⵉⵏⴰⵙ
two: ⵙⵉⵏ
twenty: ⵙⵎⵔⴰⵡ
type: ⴰⵏⴰⵡ
types: ⴰⵏⴰⵡⵏ
under: ⴷⴷⴰⵡ
underlying: ⵜⵜⵓⵎⴰⵏ
understanding: ⴰⵔⵎⴰⵙ
understood: ⵜⵜⵓⵔⵎⴰⵙ
unexpected: ⴰⵔⵓⴹⴽⵉⴹ
union: ⵜⴰⵎⵓⵏⵜ
unique: ⴰⵎⵢⵉⵡⵏ
unit: ⵜⴰⵢⵓⵏⵜ
unities: ⵜⵉⵢⵓⵏⵉⵏ
units: ⵜⵉⵢⵓⵏⵉⵏ
unity: ⵜⴰⵢⵓⵏⵜ
universal: ⴰⵎⵖⵔⴰⴷⴰⵏ
universe: ⴰⵎⵖⵔⴰⴷ
universes: ⵉⵎⵖⵔⴰⴷⵏ
university: ⵜⴰⵙⴷⴰⵡⵉⵜ
unknown: ⴰⵔⵓⵙⵙⵉⵏ
until: ⴰⵔⴷ
update: ⴰⵙⴷⵖⵉ
till: ⴰⵔ/ⴰⵔⴷ
uranus: ⵓⵕⴰⵏⵓⵙ
usage: ⴰⵙⵙⵎⵔⵙ
used: ⵉⵜⵜⵓⵙⵙⵎⵔⴰⵙⵏ
useful: ⵓⵎⵔⵉⵙ
useless: ⴰⵔⵓⵎⵔⵉⵙ
user: ⴰⵙⵎⵔⴰⵙ
using: ⵙ ⵓⵙⵙⵎⵔⵙ
vagina: ⵉⴱⵛⵛⵉ
validity: ⵜⵉⵏⵏⵣⴳⵉⵜ
valley: ⴰⵖⵣⵔ
valuable: ⴰⵎⵙⵙⴰⵣⴰⵍ
value: ⴰⵣⴰⵍ
values: ⴰⵣⴰⵍⵏ
variable: ⴰⵎⵙⴽⵉⵍ
variables: ⵉⵎⵙⴽⵉⵍⵏ
variation: ⴰⵎⵎⵙⴽⵍ
variety: ⵜⴰⵎⵣⴰⵔⴰⵢⵜ
various: ⵎⵏⵏⴰⵡ
vast: ⴰⵎⵉⵔⵉⵡ
vector: ⴰⵎⴰⵡⴰⵢ
vectors: ⵉⵎⴰⵡⴰⵢⵏ
velocity: ⵜⵉⵎⵎⵔⵉ
venus: ⴰⵎⴰⴹⴰⵏ
verification: ⴰⵙⵙⵉⴷⵜ
versability: ⵜⴰⴳⵜⵣⴰⵍⴰ
versatile: ⴰⵙⵎⵜⵜⴰⵢ
version: ⵜⵓⵏⵖⵉⵍⵜ
versions: ⵜⵓⵏⵖⵉⵍⵉⵏ
very: ⴱⴰⵀⵔⴰ
vibration: ⴰⵏⴷⵓⴷⵉ
vibrations: ⵉⵏⴷⵓⴷⵉⵢⵏ
vehicle: ⵜⴰⵎⵙⵙⵓⴷⵓⵜ
video: ⴰⴼⵉⴷⵢⵓ
videos: ⵉⴼⵉⴷⵢⵓⵜⵏ
village: ⴰⵙⵓⵏ
viper: ⵜⴰⵍⴰⴼⵙⴰ
virus: ⴰⵏⴼⴰⴼⴰⴷ
vision: ⴰⵙⴽⵙⵓ
visual: ⴰⵎⵥⵕⴰⵡ
visualization: ⵜⴰⵎⵓⵖⵍⵉ
vocabulary: ⵜⴰⵏⵙⵉⵡⴰⵍⵜ
voice: ⵉⵎⵙⵍⵉ
void: ⵜⵓⴳⴰⵡⵜ
voids: ⵜⵓⴳⴰⵡⵉⵏ
wall: ⴰⵖⵔⴰⴱ
walls: ⵉⵖⵔⴱⴰⵏ
war: ⵉⵎⵏⵖⵉ
wardrobe: ⵜⴰⴽⴰⴼⵓⵜ
wardrobes: ⵜⵉⴽⴰⴼⵓⵜⵉⵏ
warm: ⵢⵓⵍⴱⴰⵏ
wasp: ⴰⵔⵥⴰⵥ
water: ⴰⵎⴰⵏ
waterfall: ⴰⵎⴰⵣⵣⵔ
wave: ⵜⴰⵢⵢⵓⵖⵜ
wavelength: ⵜⵉⵖⵣⵉ ⵏ ⵜⵢⵢⵓⵖⵜ
wavelengths: ⵜⵉⵖⵣⵉⵡⵉⵏ ⵏ ⵜⵢⵢⵓⵖⵉⵏ
waves: ⵜⵉⵢⵢⵓⵖⵉⵏ
way: ⵜⴰⵖⴰⵔⴰⵙⵜ
ways: ⵜⵉⵖⴰⵔⴰⵙⵉⵏ
we: ⵏⴽⴽⵯⵏⵉ
weakness: ⴰⵍⵎⴰⴹ
weast: ⴰⵜⴰⵔⴰⵎ
weather: ⴰⵏⵣⵡⵉ
website: ⴰⵏⵙⴰ
wednesday: ⴰⴽⵕⴰⵙ
week: ⵉⵎⴰⵍⴰⵙⵙ
weekend: ⵜⵉⴳⵉⵔⴰ ⵏ ⵉⵎⴰⵍⴰⵙⵙ
weeks: ⵉⵎⴰⵍⴰⵙⵙⵏ
weight: ⵜⴰⵥⴰⵢⵜ
welcome: ⴰⵏⵙⵓⴼ
well: ⴰⵏⵓ
wet: ⵉⴱⵣⴳ
wheat: ⵉⵔⴷⵏ
wheel: ⵜⴰⵙⵖⴰⵍⵜ
whether: ⵙⵡⴰ
white: ⵓⵎⵍⵉⵍ
whole: ⵉⵎⴷⵏ
wide: ⴰⵎⵉⵔⵉⵡ
widely: ⵙ ⵜⵉⵔⵉⵡⵜ
wife: ⵜⴰⵎⵟⵟⵓⵜ
wildboar: ⵉⵍⴼ
wind: ⴰⴹⵓ
window: ⵜⴰⵙⵕⵥⵎⵜ
Windows: ⵡⵉⵏⴷⴰⵡⵣ
windows: ⵜⵉⵙⵕⵥⵎⵉⵏ
wing: ⵉⴼⵔ
winter: ⵜⴰⴳⵔⵙⵜ
wisdom: ⵜⵉⵏⵥⴻⵥⵜ
wise: ⵓⵏⵥⵉⵥ
with: ⴷ
within: ⵉⵍⵍⴰⵏ ⴳ
without: ⵎⵉⵏ
woman: ⵜⴰⵎⵟⵟⵓⵜ
women: ⵜⵉⵎⵟⵟⵓⵜⵉⵏ
wood: ⴰⵙⵖⴰⵔ
wool: ⵜⴰⴹⵓⴼⵜ
word: ⵜⴰⴳⵓⵔⵉ
words: ⵜⵉⴳⵓⵔⵉⵡⵉⵏ
work: ⵜⴰⵡⵓⵔⵉ
world: ⴰⵎⴰⴹⴰⵍ
worlds: ⵉⵎⴰⴹⴰⵍⵏ
worldwide: ⴰⵎⴰⴹⵍⴰⵏ
worm: ⵜⴰⵡⴽⴽⴰ
worry: ⴰⵏⵣⴳⵓⵎ
wrong: ⴰⵣⴳⴰⵍ
year: ⴰⵙⴳⴳⵯⴰⵙ
years: ⵉⵙⴳⴳⵯⴰⵙⵏ
yeast: ⵜⴰⵎⵜⵓⵏⵜ
yellow: ⴰⵡⵔⴰⵖ
yes: ⵢⴰⵀ
yesterday: ⴰⵙⵙⵏⴰⵟ
you: ⴽⵢⵢⵉ
young: ⴰⵎⵥⵢⴰⵏ
your: ⵏⵏⴽ
yours: ⵡⵉⵏⵏⴽ
yourself: ⵉⵖⴼ ⵏⵏⴽ
zone: ⴰⴷⵖⴰⵔ
zones: ⵉⴷⵖⴰⵔⵏ








